|dates|Effingham_Georgia_UnitedStates.JHU_ConfirmedCases.data|Effingham_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Effingham_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Effingham_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Effingham_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Effingham_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|42.0|0|1.0|0|0.0|0
0|2020-05-18|45.0|0|1.0|0|0.0|0
0|2020-05-19|47.0|0|1.0|0|0.0|0
0|2020-05-20|48.0|0|1.0|0|0.0|0
0|2020-05-21|50.0|0|1.0|0|0.0|0
0|2020-05-22|61.0|0|1.0|0|0.0|0
0|2020-05-23|61.0|0|1.0|0|0.0|0
