|dates|Talladega_Alabama_UnitedStates.JHU_ConfirmedCases.data|Talladega_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Talladega_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Talladega_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Talladega_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Talladega_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|78.0|0|2.0|0|0.0|0
0|2020-05-18|81.0|0|2.0|0|0.0|0
0|2020-05-19|81.0|0|2.0|0|0.0|0
0|2020-05-20|82.0|0|2.0|0|0.0|0
0|2020-05-21|82.0|0|2.0|0|0.0|0
0|2020-05-22|85.0|0|2.0|0|0.0|0
0|2020-05-23|85.0|0|2.0|0|0.0|0
