|dates|OutofOK_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|OutofOK_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|OutofOK_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|OutofOK_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|OutofOK_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|OutofOK_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|0.0|0|0.0|0|0.0|0
0|2020-05-18|0.0|0|0.0|0|0.0|0
0|2020-05-19|0.0|0|0.0|0|0.0|0
0|2020-05-20|0.0|0|0.0|0|0.0|0
0|2020-05-21|0.0|0|0.0|0|0.0|0
0|2020-05-22|0.0|0|0.0|0|0.0|0
0|2020-05-23|0.0|0|0.0|0|0.0|0
