|dates|Lehigh_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Lehigh_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Lehigh_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Lehigh_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Lehigh_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Lehigh_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|3470.0|0|139.0|0|0.0|0
0|2020-05-18|3491.0|0|173.0|0|0.0|0
0|2020-05-19|3513.0|0|182.0|0|0.0|0
0|2020-05-20|3550.0|0|188.0|0|0.0|0
0|2020-05-21|3586.0|0|192.0|0|0.0|0
0|2020-05-22|3613.0|0|197.0|0|0.0|0
0|2020-05-23|3613.0|0|197.0|0|0.0|0
