|dates|Tippecanoe_Indiana_UnitedStates.JHU_ConfirmedCases.data|Tippecanoe_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Tippecanoe_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Tippecanoe_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Tippecanoe_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Tippecanoe_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|268.0|0|2.0|0|0.0|0
0|2020-05-15|281.0|0|2.0|0|0.0|0
0|2020-05-16|281.0|0|2.0|0|0.0|0
