|dates|Trumbull_Ohio_UnitedStates.JHU_ConfirmedCases.data|Trumbull_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Trumbull_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Trumbull_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Trumbull_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Trumbull_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|432.0|0|36.0|0|0.0|0
0|2020-05-15|440.0|0|38.0|0|0.0|0
0|2020-05-16|440.0|0|38.0|0|0.0|0
