|dates|ElPaso_Texas_UnitedStates.JHU_ConfirmedCases.data|ElPaso_Texas_UnitedStates.JHU_ConfirmedCases.missing|ElPaso_Texas_UnitedStates.JHU_ConfirmedDeaths.data|ElPaso_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|ElPaso_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|ElPaso_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|2461.0|0|68.0|0|0.0|0
0|2020-05-28|2461.0|0|68.0|0|0.0|0
0|2020-05-29|2461.0|0|68.0|0|0.0|0
0|2020-05-30|2461.0|0|68.0|0|0.0|0
