|dates|Brown_Ohio_UnitedStates.JHU_ConfirmedCases.data|Brown_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Brown_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Brown_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Brown_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Brown_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|22.0|0|1.0|0|0.0|0
0|2020-05-18|23.0|0|1.0|0|0.0|0
0|2020-05-19|23.0|0|1.0|0|0.0|0
0|2020-05-20|23.0|0|1.0|0|0.0|0
0|2020-05-21|23.0|0|1.0|0|0.0|0
0|2020-05-22|24.0|0|1.0|0|0.0|0
0|2020-05-23|24.0|0|1.0|0|0.0|0
