|dates|Allen_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Allen_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Allen_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Allen_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Allen_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Allen_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|56.0|0|3.0|0|0.0|0
0|2020-05-28|56.0|0|3.0|0|0.0|0
0|2020-05-29|56.0|0|3.0|0|0.0|0
0|2020-05-30|56.0|0|3.0|0|0.0|0
