|dates|Caddo_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Caddo_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Caddo_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Caddo_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Caddo_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Caddo_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|136.0|0|10.0|0|0.0|0
0|2020-05-25|146.0|0|10.0|0|0.0|0
0|2020-05-26|146.0|0|10.0|0|0.0|0
