|dates|Lee_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Lee_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Lee_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Lee_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Lee_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Lee_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|93.0|0|4.0|0|0.0|0
0|2020-05-18|93.0|0|4.0|0|0.0|0
0|2020-05-19|96.0|0|5.0|0|0.0|0
0|2020-05-20|95.0|0|5.0|0|0.0|0
0|2020-05-21|97.0|0|5.0|0|0.0|0
0|2020-05-22|99.0|0|5.0|0|0.0|0
0|2020-05-23|99.0|0|5.0|0|0.0|0
