|dates|Richmond_NewYork_UnitedStates.JHU_ConfirmedCases.data|Richmond_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Richmond_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Richmond_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Richmond_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Richmond_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|321192.0|0|25124.0|0|0.0|0
0|2020-05-28|321192.0|0|25124.0|0|0.0|0
0|2020-05-29|321192.0|0|25124.0|0|0.0|0
0|2020-05-30|321192.0|0|25124.0|0|0.0|0
