|dates|Sioux_Iowa_UnitedStates.JHU_ConfirmedCases.data|Sioux_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Sioux_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Sioux_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Sioux_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Sioux_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|135.0|0|0.0|0|0.0|0
0|2020-05-18|139.0|0|0.0|0|0.0|0
0|2020-05-19|146.0|0|0.0|0|0.0|0
0|2020-05-20|159.0|0|0.0|0|0.0|0
0|2020-05-21|181.0|0|0.0|0|0.0|0
0|2020-05-22|188.0|0|0.0|0|0.0|0
0|2020-05-23|188.0|0|0.0|0|0.0|0
