|dates|St.Clair_Alabama_UnitedStates.JHU_ConfirmedCases.data|St.Clair_Alabama_UnitedStates.JHU_ConfirmedCases.missing|St.Clair_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|St.Clair_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|St.Clair_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|St.Clair_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|90.0|0|1.0|0|0.0|0
0|2020-05-18|91.0|0|1.0|0|0.0|0
0|2020-05-19|91.0|0|1.0|0|0.0|0
0|2020-05-20|95.0|0|1.0|0|0.0|0
0|2020-05-21|97.0|0|1.0|0|0.0|0
0|2020-05-22|98.0|0|1.0|0|0.0|0
0|2020-05-23|98.0|0|1.0|0|0.0|0
