|dates|Charlotte_Florida_UnitedStates.JHU_ConfirmedCases.data|Charlotte_Florida_UnitedStates.JHU_ConfirmedCases.missing|Charlotte_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Charlotte_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Charlotte_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Charlotte_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|380.0|0|41.0|0|0.0|0
0|2020-05-18|389.0|0|41.0|0|0.0|0
0|2020-05-19|392.0|0|44.0|0|0.0|0
0|2020-05-20|398.0|0|51.0|0|0.0|0
0|2020-05-21|410.0|0|52.0|0|0.0|0
0|2020-05-22|412.0|0|54.0|0|0.0|0
0|2020-05-23|412.0|0|54.0|0|0.0|0
