|dates|Franklin_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Franklin_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Franklin_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|121.0|0|22.0|0|0.0|0
0|2020-05-15|121.0|0|22.0|0|0.0|0
0|2020-05-16|121.0|0|22.0|0|0.0|0
