|dates|Buffalo_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Buffalo_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Buffalo_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Buffalo_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Buffalo_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Buffalo_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|136.0|0|1.0|0|0.0|0
0|2020-05-18|136.0|0|1.0|0|0.0|0
0|2020-05-19|136.0|0|1.0|0|0.0|0
0|2020-05-20|136.0|0|1.0|0|0.0|0
0|2020-05-21|136.0|0|1.0|0|0.0|0
0|2020-05-22|137.0|0|1.0|0|0.0|0
0|2020-05-23|137.0|0|1.0|0|0.0|0
