|dates|Carteret_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Carteret_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Carteret_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Carteret_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Carteret_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Carteret_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|36.0|0|3.0|0|0.0|0
0|2020-05-18|36.0|0|3.0|0|0.0|0
0|2020-05-19|36.0|0|3.0|0|0.0|0
0|2020-05-20|36.0|0|3.0|0|0.0|0
0|2020-05-21|36.0|0|3.0|0|0.0|0
0|2020-05-22|36.0|0|9.0|0|0.0|0
0|2020-05-23|36.0|0|9.0|0|0.0|0
