|dates|Denver_Colorado_UnitedStates.JHU_ConfirmedCases.data|Denver_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Denver_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Denver_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Denver_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Denver_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|4656.0|0|265.0|0|0.0|0
0|2020-05-18|4720.0|0|272.0|0|0.0|0
0|2020-05-19|4790.0|0|285.0|0|0.0|0
0|2020-05-20|4858.0|0|294.0|0|0.0|0
0|2020-05-21|4948.0|0|296.0|0|0.0|0
0|2020-05-22|5056.0|0|299.0|0|0.0|0
0|2020-05-23|5056.0|0|299.0|0|0.0|0
