|dates|Jackson_Oregon_UnitedStates.JHU_ConfirmedCases.data|Jackson_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|50.0|0|0.0|0|0.0|0
0|2020-05-18|51.0|0|0.0|0|0.0|0
0|2020-05-19|52.0|0|0.0|0|0.0|0
0|2020-05-20|52.0|0|0.0|0|0.0|0
0|2020-05-21|52.0|0|0.0|0|0.0|0
0|2020-05-22|55.0|0|0.0|0|0.0|0
0|2020-05-23|55.0|0|0.0|0|0.0|0
