|dates|Elko_Nevada_UnitedStates.JHU_ConfirmedCases.data|Elko_Nevada_UnitedStates.JHU_ConfirmedCases.missing|Elko_Nevada_UnitedStates.JHU_ConfirmedDeaths.data|Elko_Nevada_UnitedStates.JHU_ConfirmedDeaths.missing|Elko_Nevada_UnitedStates.JHU_ConfirmedRecoveries.data|Elko_Nevada_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|18.0|0|1.0|0|0.0|0
0|2020-05-15|18.0|0|1.0|0|0.0|0
0|2020-05-16|18.0|0|1.0|0|0.0|0
