|dates|Izard_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Izard_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Izard_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Izard_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Izard_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Izard_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|13.0|0|0.0|0|0.0|0
0|2020-05-18|13.0|0|0.0|0|0.0|0
0|2020-05-19|14.0|0|0.0|0|0.0|0
0|2020-05-20|14.0|0|0.0|0|0.0|0
0|2020-05-21|14.0|0|0.0|0|0.0|0
0|2020-05-22|14.0|0|0.0|0|0.0|0
0|2020-05-23|14.0|0|0.0|0|0.0|0
