|dates|Lafayette_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Lafayette_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Lafayette_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Lafayette_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Lafayette_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Lafayette_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|590.0|0|23.0|0|0.0|0
0|2020-05-18|598.0|0|23.0|0|0.0|0
0|2020-05-19|605.0|0|23.0|0|0.0|0
0|2020-05-20|607.0|0|23.0|0|0.0|0
0|2020-05-21|631.0|0|23.0|0|0.0|0
0|2020-05-22|637.0|0|23.0|0|0.0|0
0|2020-05-23|637.0|0|23.0|0|0.0|0
