|dates|Amherst_Virginia_UnitedStates.JHU_ConfirmedCases.data|Amherst_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Amherst_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Amherst_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Amherst_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Amherst_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|27.0|0|0.0|0|0.0|0
0|2020-05-28|27.0|0|0.0|0|0.0|0
0|2020-05-29|27.0|0|0.0|0|0.0|0
0|2020-05-30|27.0|0|0.0|0|0.0|0
