|dates|Mercer_Ohio_UnitedStates.JHU_ConfirmedCases.data|Mercer_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Mercer_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Mercer_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Mercer_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Mercer_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|201.0|0|4.0|0|0.0|0
0|2020-05-28|201.0|0|4.0|0|0.0|0
0|2020-05-29|201.0|0|4.0|0|0.0|0
0|2020-05-30|201.0|0|4.0|0|0.0|0
