|dates|Decatur_Georgia_UnitedStates.JHU_ConfirmedCases.data|Decatur_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Decatur_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Decatur_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Decatur_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Decatur_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|116.0|0|3.0|0|0.0|0
0|2020-05-18|128.0|0|4.0|0|0.0|0
0|2020-05-19|131.0|0|4.0|0|0.0|0
0|2020-05-20|140.0|0|4.0|0|0.0|0
0|2020-05-21|144.0|0|4.0|0|0.0|0
0|2020-05-22|145.0|0|4.0|0|0.0|0
0|2020-05-23|145.0|0|4.0|0|0.0|0
