|dates|Lenoir_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Lenoir_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Lenoir_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Lenoir_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Lenoir_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Lenoir_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|153.0|0|5.0|0|0.0|0
0|2020-05-18|158.0|0|5.0|0|0.0|0
0|2020-05-19|158.0|0|5.0|0|0.0|0
0|2020-05-20|164.0|0|7.0|0|0.0|0
0|2020-05-21|168.0|0|7.0|0|0.0|0
0|2020-05-22|179.0|0|7.0|0|0.0|0
0|2020-05-23|179.0|0|7.0|0|0.0|0
