|dates|Washington_Virginia_UnitedStates.JHU_ConfirmedCases.data|Washington_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Washington_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|51.0|0|4.0|0|0.0|0
0|2020-05-25|51.0|0|4.0|0|0.0|0
0|2020-05-26|51.0|0|4.0|0|0.0|0
