|dates|Green_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Green_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Green_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Green_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Green_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Green_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|44.0|0|0.0|0|0.0|0
0|2020-05-18|45.0|0|0.0|0|0.0|0
0|2020-05-19|46.0|0|0.0|0|0.0|0
0|2020-05-20|49.0|0|0.0|0|0.0|0
0|2020-05-21|49.0|0|0.0|0|0.0|0
0|2020-05-22|49.0|0|0.0|0|0.0|0
0|2020-05-23|49.0|0|0.0|0|0.0|0
