|dates|Oldham_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Oldham_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Oldham_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Oldham_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Oldham_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Oldham_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|70.0|0|4.0|0|0.0|0
0|2020-05-28|70.0|0|4.0|0|0.0|0
0|2020-05-29|70.0|0|4.0|0|0.0|0
0|2020-05-30|70.0|0|4.0|0|0.0|0
