|dates|Gooding_Idaho_UnitedStates.JHU_ConfirmedCases.data|Gooding_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Gooding_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Gooding_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Gooding_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Gooding_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|25.0|0|0.0|0|0.0|0
0|2020-05-18|26.0|0|0.0|0|0.0|0
0|2020-05-19|26.0|0|0.0|0|0.0|0
0|2020-05-20|29.0|0|0.0|0|0.0|0
0|2020-05-21|29.0|0|0.0|0|0.0|0
0|2020-05-22|35.0|0|0.0|0|0.0|0
0|2020-05-23|35.0|0|0.0|0|0.0|0
