|dates|Powhatan_Virginia_UnitedStates.JHU_ConfirmedCases.data|Powhatan_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Powhatan_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Powhatan_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Powhatan_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Powhatan_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|24.0|0|0.0|0|0.0|0
0|2020-05-18|24.0|0|0.0|0|0.0|0
0|2020-05-19|25.0|0|0.0|0|0.0|0
0|2020-05-20|25.0|0|0.0|0|0.0|0
0|2020-05-21|26.0|0|0.0|0|0.0|0
0|2020-05-22|26.0|0|0.0|0|0.0|0
0|2020-05-23|26.0|0|0.0|0|0.0|0
