|dates|Lamar_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Lamar_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Lamar_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Lamar_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Lamar_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Lamar_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|227.0|0|5.0|0|0.0|0
0|2020-05-28|227.0|0|5.0|0|0.0|0
0|2020-05-29|227.0|0|5.0|0|0.0|0
0|2020-05-30|227.0|0|5.0|0|0.0|0
