|dates|Cherokee_Georgia_UnitedStates.JHU_ConfirmedCases.data|Cherokee_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Cherokee_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Cherokee_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Cherokee_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Cherokee_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|676.0|0|21.0|0|0.0|0
0|2020-05-15|695.0|0|23.0|0|0.0|0
0|2020-05-16|695.0|0|23.0|0|0.0|0
