|dates|Lamar_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Lamar_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Lamar_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Lamar_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Lamar_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Lamar_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|164.0|0|4.0|0|0.0|0
0|2020-05-15|166.0|0|4.0|0|0.0|0
0|2020-05-16|166.0|0|4.0|0|0.0|0
