|dates|Knox_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Knox_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Knox_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Knox_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Knox_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Knox_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|10.0|0|0.0|0|0.0|0
0|2020-05-28|10.0|0|0.0|0|0.0|0
0|2020-05-29|10.0|0|0.0|0|0.0|0
0|2020-05-30|10.0|0|0.0|0|0.0|0
