|dates|Coke_Texas_UnitedStates.JHU_ConfirmedCases.data|Coke_Texas_UnitedStates.JHU_ConfirmedCases.missing|Coke_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Coke_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Coke_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Coke_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1.0|0|0.0|0|0.0|0
0|2020-05-25|1.0|0|0.0|0|0.0|0
0|2020-05-26|1.0|0|0.0|0|0.0|0
