|dates|Granville_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Granville_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Granville_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Granville_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Granville_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Granville_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|240.0|0|7.0|0|0.0|0
0|2020-05-25|247.0|0|7.0|0|0.0|0
0|2020-05-26|247.0|0|7.0|0|0.0|0
