|dates|Fayette_Indiana_UnitedStates.JHU_ConfirmedCases.data|Fayette_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Fayette_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Fayette_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Fayette_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Fayette_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|71.0|0|4.0|0|0.0|0
0|2020-05-28|71.0|0|4.0|0|0.0|0
0|2020-05-29|71.0|0|4.0|0|0.0|0
0|2020-05-30|71.0|0|4.0|0|0.0|0
