|dates|Cherokee_Alabama_UnitedStates.JHU_ConfirmedCases.data|Cherokee_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Cherokee_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Cherokee_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Cherokee_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Cherokee_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|27.0|0|0.0|0|0.0|0
0|2020-05-18|28.0|0|0.0|0|0.0|0
0|2020-05-19|29.0|0|0.0|0|0.0|0
0|2020-05-20|30.0|0|0.0|0|0.0|0
0|2020-05-21|31.0|0|0.0|0|0.0|0
0|2020-05-22|33.0|0|2.0|0|0.0|0
0|2020-05-23|33.0|0|2.0|0|0.0|0
