|dates|Cumberland_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Cumberland_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Cumberland_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Cumberland_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Cumberland_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Cumberland_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|468.0|0|12.0|0|0.0|0
0|2020-05-18|471.0|0|12.0|0|0.0|0
0|2020-05-19|471.0|0|12.0|0|0.0|0
0|2020-05-20|511.0|0|13.0|0|0.0|0
0|2020-05-21|529.0|0|13.0|0|0.0|0
0|2020-05-22|569.0|0|16.0|0|0.0|0
0|2020-05-23|569.0|0|16.0|0|0.0|0
