|dates|Henderson_Texas_UnitedStates.JHU_ConfirmedCases.data|Henderson_Texas_UnitedStates.JHU_ConfirmedCases.missing|Henderson_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Henderson_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Henderson_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Henderson_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|48.0|0|0.0|0|0.0|0
0|2020-05-18|48.0|0|0.0|0|0.0|0
0|2020-05-19|49.0|0|0.0|0|0.0|0
0|2020-05-20|49.0|0|0.0|0|0.0|0
0|2020-05-21|51.0|0|0.0|0|0.0|0
0|2020-05-22|51.0|0|0.0|0|0.0|0
0|2020-05-23|51.0|0|0.0|0|0.0|0
