|dates|Cuyahoga_Ohio_UnitedStates.JHU_ConfirmedCases.data|Cuyahoga_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Cuyahoga_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Cuyahoga_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Cuyahoga_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Cuyahoga_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|3321.0|0|173.0|0|0.0|0
0|2020-05-18|3410.0|0|175.0|0|0.0|0
0|2020-05-19|3463.0|0|183.0|0|0.0|0
0|2020-05-20|3512.0|0|190.0|0|0.0|0
0|2020-05-21|3667.0|0|202.0|0|0.0|0
0|2020-05-22|3762.0|0|204.0|0|0.0|0
0|2020-05-23|3762.0|0|204.0|0|0.0|0
