|dates|Newport_RhodeIsland_UnitedStates.JHU_ConfirmedCases.data|Newport_RhodeIsland_UnitedStates.JHU_ConfirmedCases.missing|Newport_RhodeIsland_UnitedStates.JHU_ConfirmedDeaths.data|Newport_RhodeIsland_UnitedStates.JHU_ConfirmedDeaths.missing|Newport_RhodeIsland_UnitedStates.JHU_ConfirmedRecoveries.data|Newport_RhodeIsland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|197.0|0|0.0|0|0.0|0
0|2020-05-18|197.0|0|0.0|0|0.0|0
0|2020-05-19|197.0|0|0.0|0|0.0|0
0|2020-05-20|206.0|0|0.0|0|0.0|0
0|2020-05-21|209.0|0|0.0|0|0.0|0
0|2020-05-22|212.0|0|0.0|0|0.0|0
0|2020-05-23|212.0|0|0.0|0|0.0|0
