|dates|Accomack_Virginia_UnitedStates.JHU_ConfirmedCases.data|Accomack_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Accomack_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Accomack_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Accomack_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Accomack_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|688.0|0|9.0|0|0.0|0
0|2020-05-18|690.0|0|9.0|0|0.0|0
0|2020-05-19|701.0|0|9.0|0|0.0|0
0|2020-05-20|709.0|0|11.0|0|0.0|0
0|2020-05-21|709.0|0|11.0|0|0.0|0
0|2020-05-22|711.0|0|11.0|0|0.0|0
0|2020-05-23|711.0|0|11.0|0|0.0|0
