|dates|Clark_Kansas_UnitedStates.JHU_ConfirmedCases.data|Clark_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Clark_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Clark_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Clark_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Clark_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|20.0|0|1.0|0|0.0|0
0|2020-05-18|21.0|0|1.0|0|0.0|0
0|2020-05-19|21.0|0|1.0|0|0.0|0
0|2020-05-20|21.0|0|1.0|0|0.0|0
0|2020-05-21|21.0|0|1.0|0|0.0|0
0|2020-05-22|31.0|0|1.0|0|0.0|0
0|2020-05-23|31.0|0|1.0|0|0.0|0
