|dates|Bacon_Georgia_UnitedStates.JHU_ConfirmedCases.data|Bacon_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Bacon_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Bacon_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Bacon_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Bacon_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|60.0|0|2.0|0|0.0|0
0|2020-05-18|61.0|0|2.0|0|0.0|0
0|2020-05-19|71.0|0|2.0|0|0.0|0
0|2020-05-20|68.0|0|2.0|0|0.0|0
0|2020-05-21|73.0|0|2.0|0|0.0|0
0|2020-05-22|73.0|0|2.0|0|0.0|0
0|2020-05-23|73.0|0|2.0|0|0.0|0
