|dates|Calvert_Maryland_UnitedStates.JHU_ConfirmedCases.data|Calvert_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Calvert_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Calvert_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Calvert_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Calvert_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|304.0|0|15.0|0|0.0|0
0|2020-05-25|307.0|0|16.0|0|0.0|0
0|2020-05-26|307.0|0|16.0|0|0.0|0
