|dates|Montgomery_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Montgomery_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Montgomery_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Montgomery_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Montgomery_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Montgomery_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|240.0|0|3.0|0|0.0|0
0|2020-05-25|248.0|0|3.0|0|0.0|0
0|2020-05-26|248.0|0|3.0|0|0.0|0
