|dates|Travis_Texas_UnitedStates.JHU_ConfirmedCases.data|Travis_Texas_UnitedStates.JHU_ConfirmedCases.missing|Travis_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Travis_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Travis_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Travis_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|2425.0|0|77.0|0|0.0|0
0|2020-05-18|2459.0|0|77.0|0|0.0|0
0|2020-05-19|2537.0|0|79.0|0|0.0|0
0|2020-05-20|2595.0|0|81.0|0|0.0|0
0|2020-05-21|2644.0|0|82.0|0|0.0|0
0|2020-05-22|2644.0|0|82.0|0|0.0|0
0|2020-05-23|2644.0|0|82.0|0|0.0|0
