|dates|SanMateo_California_UnitedStates.JHU_ConfirmedCases.data|SanMateo_California_UnitedStates.JHU_ConfirmedCases.missing|SanMateo_California_UnitedStates.JHU_ConfirmedDeaths.data|SanMateo_California_UnitedStates.JHU_ConfirmedDeaths.missing|SanMateo_California_UnitedStates.JHU_ConfirmedRecoveries.data|SanMateo_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1602.0|0|66.0|0|0.0|0
0|2020-05-18|1671.0|0|66.0|0|0.0|0
0|2020-05-19|1687.0|0|75.0|0|0.0|0
0|2020-05-20|1697.0|0|75.0|0|0.0|0
0|2020-05-21|1738.0|0|75.0|0|0.0|0
0|2020-05-22|1783.0|0|76.0|0|0.0|0
0|2020-05-23|1783.0|0|76.0|0|0.0|0
