|dates|Woodford_Illinois_UnitedStates.JHU_ConfirmedCases.data|Woodford_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Woodford_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Woodford_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Woodford_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Woodford_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|18.0|0|2.0|0|0.0|0
0|2020-05-28|18.0|0|2.0|0|0.0|0
0|2020-05-29|18.0|0|2.0|0|0.0|0
0|2020-05-30|18.0|0|2.0|0|0.0|0
