|dates|Durham_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Durham_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Durham_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Durham_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Durham_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Durham_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1262.0|0|44.0|0|0.0|0
0|2020-05-25|1312.0|0|44.0|0|0.0|0
0|2020-05-26|1312.0|0|44.0|0|0.0|0
