|dates|Wadena_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Wadena_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Wadena_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Wadena_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Wadena_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Wadena_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|4.0|0|0.0|0|0.0|0
0|2020-05-15|4.0|0|0.0|0|0.0|0
0|2020-05-16|4.0|0|0.0|0|0.0|0
