|dates|Coffee_Alabama_UnitedStates.JHU_ConfirmedCases.data|Coffee_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Coffee_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Coffee_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Coffee_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Coffee_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|159.0|0|1.0|0|0.0|0
0|2020-05-15|162.0|0|1.0|0|0.0|0
0|2020-05-16|162.0|0|1.0|0|0.0|0
