|dates|Lincoln_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Lincoln_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Lincoln_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Lincoln_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Lincoln_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Lincoln_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|22.0|0|2.0|0|0.0|0
0|2020-05-28|22.0|0|2.0|0|0.0|0
0|2020-05-29|22.0|0|2.0|0|0.0|0
0|2020-05-30|22.0|0|2.0|0|0.0|0
