|dates|Fayette_Ohio_UnitedStates.JHU_ConfirmedCases.data|Fayette_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Fayette_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Fayette_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Fayette_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Fayette_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|37.0|0|0.0|0|0.0|0
0|2020-05-28|37.0|0|0.0|0|0.0|0
0|2020-05-29|37.0|0|0.0|0|0.0|0
0|2020-05-30|37.0|0|0.0|0|0.0|0
