|dates|Polk_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Polk_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Polk_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Polk_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Polk_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Polk_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|35.0|0|4.0|0|0.0|0
0|2020-05-28|35.0|0|4.0|0|0.0|0
0|2020-05-29|35.0|0|4.0|0|0.0|0
0|2020-05-30|35.0|0|4.0|0|0.0|0
