|dates|Warren_NewYork_UnitedStates.JHU_ConfirmedCases.data|Warren_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Warren_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Warren_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Warren_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Warren_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|232.0|0|26.0|0|0.0|0
0|2020-05-18|234.0|0|26.0|0|0.0|0
0|2020-05-19|235.0|0|26.0|0|0.0|0
0|2020-05-20|235.0|0|26.0|0|0.0|0
0|2020-05-21|241.0|0|26.0|0|0.0|0
0|2020-05-22|246.0|0|26.0|0|0.0|0
0|2020-05-23|246.0|0|26.0|0|0.0|0
