|dates|Esmeralda_Nevada_UnitedStates.JHU_ConfirmedCases.data|Esmeralda_Nevada_UnitedStates.JHU_ConfirmedCases.missing|Esmeralda_Nevada_UnitedStates.JHU_ConfirmedDeaths.data|Esmeralda_Nevada_UnitedStates.JHU_ConfirmedDeaths.missing|Esmeralda_Nevada_UnitedStates.JHU_ConfirmedRecoveries.data|Esmeralda_Nevada_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|5662.0|0|270.0|0|0.0|0
0|2020-05-25|5662.0|0|270.0|0|0.0|0
0|2020-05-26|5662.0|0|270.0|0|0.0|0
