|dates|Duval_Florida_UnitedStates.JHU_ConfirmedCases.data|Duval_Florida_UnitedStates.JHU_ConfirmedCases.missing|Duval_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Duval_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Duval_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Duval_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1284.0|0|35.0|0|0.0|0
0|2020-05-18|1300.0|0|35.0|0|0.0|0
0|2020-05-19|1318.0|0|36.0|0|0.0|0
0|2020-05-20|1336.0|0|36.0|0|0.0|0
0|2020-05-21|1355.0|0|37.0|0|0.0|0
0|2020-05-22|1376.0|0|41.0|0|0.0|0
0|2020-05-23|1376.0|0|41.0|0|0.0|0
