|dates|Macon_Alabama_UnitedStates.JHU_ConfirmedCases.data|Macon_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Macon_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Macon_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Macon_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Macon_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|53.0|0|2.0|0|0.0|0
0|2020-05-15|55.0|0|2.0|0|0.0|0
0|2020-05-16|55.0|0|2.0|0|0.0|0
