|dates|Lorain_Ohio_UnitedStates.JHU_ConfirmedCases.data|Lorain_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Lorain_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Lorain_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Lorain_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Lorain_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|576.0|0|53.0|0|0.0|0
0|2020-05-15|585.0|0|56.0|0|0.0|0
0|2020-05-16|585.0|0|56.0|0|0.0|0
