|dates|Chemung_NewYork_UnitedStates.JHU_ConfirmedCases.data|Chemung_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Chemung_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Chemung_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Chemung_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Chemung_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|134.0|0|1.0|0|0.0|0
0|2020-05-18|134.0|0|1.0|0|0.0|0
0|2020-05-19|134.0|0|1.0|0|0.0|0
0|2020-05-20|134.0|0|1.0|0|0.0|0
0|2020-05-21|134.0|0|1.0|0|0.0|0
0|2020-05-22|135.0|0|1.0|0|0.0|0
0|2020-05-23|135.0|0|1.0|0|0.0|0
